,start_frame,end_frame,start_time,end_time,text,text_EN
109,16467.0,16798.0,658.68,671.92,mình Đây là câu chuyện về Yin 12 tuổi và O 16 tuổi bị bắt cóc tại khu vực ni miền Nam Israel khi chúng ở nhà một mình mẹ của hai đứa trẻ là người kể chuyện trong đoạn phim hoạt hình đạo diễn Ji goodman đã ,"This is the story of Yin, 12 years old, and O, 16 years old. kidnapped in the southern region of Israel when they were home alone. The mother of the two children is the narrator of the animated film. Animation Ji Goodman "
110,16798.0,16886.0,671.92,675.44,đạo diễn hoạt hình Ji goodman đã thực hiện đoạn phim Ông là người nổi tiếng tại ,Animation director Ji Goodman made the film. He is famous in Israel 
111,16886.0,17189.0,675.44,687.56,phim Ông là nổi tiếng tại israen với bộ phim mang tên was with B kể về chiến tranh libang năm 1982 goodman đã trò chuyện với renan g để lắng nghe câu chuyện của cô sau đó phim ,He is in Israel for the film movie called was with B about the libang war in 1982 goodman talked to renan g to listen to her story then 
112,17189.0,17595.0,687.56,703.8,chuyện của đó thực hiện đoạn phim đã liên tục gặp ác mộng khi thức dậy tôi tự nhủ với chính mình rằng phải đưa cơn ác mộng này ra khỏi đầu trẻ em không phải là con bài mặc cả trẻ em ở bất kỳ nơi nào trên thế giới lẽ ra không nên bị liên lụy Du tại gaza Israel hay Ukraina phim ,her story made the movie I kept having nightmares when I woke up I told myself I had to getting this nightmare out of children's heads is not a bargaining chip children anywhere in the world should not be implicated travel in gaza israel or ukraine the 
113,17595.0,17688.0,703.8,707.52,hay Ukraina phim kết thúc có hậu gồm đoàn với những người ,"or ukraine the movie has a happy ending including a with children, "
114,17688.0,17811.0,707.52,712.44,gồm đoàn tụ với những người con và đây cũng chính là điều mà bà đang hy vọng hai con tinh tuổi người Israel ,"ending including a reunion with children, and this is exactly what she was hoping for. elderly Israeli "
115,17811.0,18003.0,712.44,720.12,hai con tinh lớn tuổi người Israel được hamas thả tự do nói với bà gom rằng họ đã nghe thấy tiếng trẻ con khi bị bắt giữ này khiến tin ,for. Two elderly Israeli elves released by Hamas told her that they had heard children's voices when they were captured This led to 
116,18003.0,18077.0,720.12,723.08,bắt giữ ở gaza Điều khiến tin rằng con của sống các ,"were captured in Gaza. led to the belief that alive, "
117,18077.0,18427.0,723.08,737.08,của mình vẫn còn sống các sông băng ở Nepal đang tan chảy với tốc độ kỷ lục và tình hình thảm khóc ngày càng gia tăng đây là phát biểu được Tổng thư ký Liên Hiệp Quốc Antonio gutz đưa ra vào hôm 29 tháng 10 trong khu khổ chuyến thăm Nepal phát ,"that children is still alive, the glaciers in Nepal are melting at a record rate and the tragic situation is increasing. This is a statement given by Secretary General of the United Nations Antonio Gutz on October 29 in the framework Official visit Nepal, speaking "
118,18427.0,18642.0,737.08,745.68,khổ chính thức Nepal phát biểu chi báo giới tại K mando tổng thự ký l nệp Quốc Cho biết sẽ đến thăm giải Himalaya để tận mắt chứng kiến tác động khung ,"visit to Nepal, speaking to the press at K Mando, the Secretary General said he would visit the Himalayas to witness with his own eyes the immediate impact "
119,18642.0,18707.0,745.68,748.28,mắt chứng kiến tác động khung kếp của biến đội khí đối với các sông ,own eyes the immediate impact of climate on the rivers. 
120,18707.0,18928.0,748.28,757.12,biến đội khí hậu các sông bă tình hình rất nghiêm trọng và ngày càng gia tăng đ ba đã bất gần 1/3 diện tích chỉ Sau hơn 30 năm và sông băng đang tă chảy với tốc tác động ,"change rivers. The situation is very serious. and is increasing day by day, nearly a third of its area has been lost in just over 30 years and the glaciers are melting at a impact "
121,18928.0,18994.0,757.12,759.76,năm và tă chảy với tốc độ kỹ Lục tác động với cộng đồng là thảm khốc tôi sẽ gặp ,years and the at a rapid rate. The impact on communities is catastrophic I will 
122,18994.0,19136.0,759.76,765.44,Lục đồng là thảm khốc và tôi sẽ gặp cư dân địa phương trên giải Himalaya để trực tiếp lắng nghe việc họ bị ảnh hưởng như ,The is catastrophic and I will meet local residents in the Himalayas to hear firsthand how they are affected. 
123,19136.0,19356.0,765.44,774.24,việc họ hưởng như thế nào Theo các nhà khoa học các sông bă ở giải Himalaya C cung cấp nước quan trọng cho gần 2 tỷ người trên thế giới đang tà chải hơn bao giờ hết gié ,"how they affected. According to scientists, the Himalayan rivers that provide vital water for nearly 2 billion people around the world are falling faster ever before. up "
124,19356.0,19471.0,774.24,778.84,đang tà chải nhanh giờ hết gié có thể mất tới 75 ph thể tích vào cuối thế kỷ do hiện tượng ấm lên ,are falling faster than before. up to 75 ph by the end of the century due to global 
125,19471.0,19562.0,778.84,782.48,kỷ do hiện tượng ấm lên toàn cầ điều này sẽ đ dọa đến đời sống đồng với ,"due to global warming, which will threaten Communities "
126,19562.0,19587.0,782.48,783.48,đến đời sống Các cộng đồng với những thảm ,threaten lives. Communities with unpredictable 
127,19587.0,19631.0,783.48,785.24,sống Các cộng những thảm quả khó nguy cơ ,lives. with unpredictable consequences risk 
128,19631.0,19682.0,785.24,787.28,quả khó lượng và cơ gây thiệt trọng ,consequences and the of 
129,19682.0,20109.0,787.28,804.36,và thiệt hại nghiêm trọng tại Kenya tổ chức phi chính phủ food for education đang cung cấp khoảng 165.000 bữ ăn với giá thấp cho học sinh mỗi ngày Đây là một phần của dự án lớn nhằm cung cấp bữa ăn cho khoảng 4 triệu học sinh tiểu học cùng hàng triệu học sinh các cấp khác ở quốc này Đây ,"the serious damage in Kenya NGO food for education is providing about 165,000 low-priced meals to students every day. This is part of a large project to provide meals to about 4 million primary school students and millions of students at other levels in "
130,20109.0,20211.0,804.36,808.44,học ở quốc gia châu phi này Đây là chương trình mang tới bữa ăn giá thấp cho học sinh ,of levels in the African country. This is the largest low-cost school 
131,20211.0,20308.0,808.44,812.32,bữa ăn thấp cho học sinh lớn nhất từ trước tới nay ở Kenya chính quyền các địa phương cũng hỗ trợ ,low-cost school meal program ever in Kenya. Local governments have also subsidized part 
132,20308.0,20588.0,812.32,823.52,quyền các địa cũng hỗ trợ một phần chi phí cho các bữa ăn kể từ khi hoạt động Chúng tôi đã cung cấp hơn 29 triệu bữa ăn học đường Tuy theo mức trợ cấp của địa phương phụ huynh sẽ trả từ 50 chi phí ,"governments have subsidized part of the cost of meals since its launch. We have provided more than 29 million school meals. Although according to the local subsidy, parents will pay from 50 to 83 cost "
133,20588.0,20651.0,823.52,826.04,từ 50 đến 83 ph chi phí bữa ăn mỗi bữa shilling ,to 83 minutes for the cost of meals. Each 
134,20651.0,20698.0,826.04,827.92,ph mỗi bữa ăn có giá shilling Kenya tức khoảng ,"the Each meal costs Kenyan shillings, about "
135,20698.0,20742.0,827.92,829.68,"ăn có giá 30 tức khoảng 0,2 đô Tuy nhiên ","costs 30 shillings, about 0.2 US However, "
136,20742.0,20830.0,829.68,833.2,"30 0,2 đô la Mỹ Tuy nhiên tình trạng làm phát nghèo đói kéo dài khiến nhiều gia lo ","0.2 US dollars. However, the situation increases poverty. This prolonged period made many take "
137,20830.0,20877.0,833.2,835.08,nghèo đói khiến nhiều gia đình không thể lo nổi việc ăn uống ,This made many families unable to take care of 
138,20877.0,21051.0,835.08,842.04,đình không thể việc ăn uống cho con cái trước đây chúng em mang đồ ăn từ nhà theo và khi đến giờ ăn thì thức ăn Đã ngội lạnh nhiều bạn còn không đến trung ,"unable to of their children's meals. Previously, we brought food from home and when it was time to eat, the food was cold. Many students did not go to class studying "
139,21051.0,21131.0,842.04,845.24,ngội lạnh còn không đến lớp và không tập trung học do bị đói giờ thì chúng có bữa ăn ,was cold. not go to class and did not concentrate on studying due to illness. Now have a 
140,21131.0,21213.0,845.24,848.52,giờ thì chúng em đã có bữa ăn nóng và thơm ngon Nó cũng chúng em học tốt ,on illness. Now we have a hot and delicious meal. It also us study better 
141,21213.0,21463.0,848.52,858.52,ngon Nó cũng giúp học tốt hơn nhờ những kết quả tích cực dự án đã được phụ huynh học sinh lẫn các trường học ở Kenya đón nhận và kỳ vọng sẽ tiếp tục mở rộng trong thời tới cuối ,It also helps study better thanks to the positive results. The project has been well received by parents and schools in Kenya and is expected to continue to open. Over the 
142,21463.0,21841.0,858.52,873.64,gian tới cuối tuần qua giả vô địch thế giới ph ma cckl đầu tiên đã diễn ra tại thụ sĩ với chiến thắng gần như tuyệt đối của chủ nhà 10ù phô mai tan chảy nồng nàng bao trùm một gốc nhỏ s phu Mai r ra đời vài ,"coming weekend, the first CCKL Ph Ma World Championship took place in Thu Thuy with an almost absolute victory of the host 10ù melted cheese covering a small tree s phu Mai r was born "
143,21841.0,21944.0,873.64,877.76,tr ra đời vài thế kỷ trước khi những người chăn Cừ hăm nóng phu bếp lửa rồi cạo ,tr was born several centuries ago when shepherds heated Phu the fire and then 
144,21944.0,22015.0,877.76,880.6,hăm nóng phu Mai gần bếp lửa rồi cạo phần tan chảy đi An đây là một ,Phu Mai near the fire and then scraped the melted part away An this is 
145,22015.0,22160.0,880.6,886.4,đi An đây là một trong các biểu tượng của đất nước Thụy Sĩ hôm 29 tháng 10 các nhà sản chuyên gia ,part away An this is one of the symbols of Switzerland on October expert manufacturers 
146,22160.0,22210.0,886.4,888.4,nhà sản xuất chuyên gia và chủ nhà hàng mặt tại Ban ,29th expert manufacturers and owners in Ban Val 
147,22210.0,22302.0,888.4,892.08,chủ nhà hàng đã cùng có mặt tại Ban val để tìm ra đ RL ngon nhất giới ,and owners Restaurants came together in Ban Val to find the world's best Rs. We 
148,22302.0,22409.0,892.08,896.36,ngon nhất thế giới Chúng tôi có 90 bánh hô Mai R Chúng tôi sẵn ,best Rs. We have 90 R-rated Ho We are ready 
149,22409.0,22564.0,896.36,902.56,hô Mai 90 loại Chúng tôi sẵn sàng Thi thố chơ công bà để xem chúng tôi có khả năng làm phô mai ngon như ở va ,Ho Mai cakes. are ready to compete in the challenge to see if we are able to delicious cheese like that. In va 
150,22564.0,22624.0,902.56,904.96,khả năng làm được như ở va hay không phô mai sẽ được nấu ,"able to make that. In va or not, the cheese will be "
151,22624.0,22694.0,904.96,907.76,phô mai sẽ được nấu chảy theo thời gian khác nhau và được xác định ,the cheese will be melted at different times and determined by the naked 
152,22694.0,22799.0,907.76,911.96,thời gian khác được xác định bằng mắt thường RL ngon phải vào kem bệnh màn hình sắc kết cấu ,"different times the naked eye. Delicious RL must be on the screen, color should be beautiful, "
153,22799.0,22994.0,911.96,919.76,màn hình thức màu sắc kết cấu đẹp không dài không như kẹo xươ gương không dầu chất béo không được chảy ra trên dĩa V rồi về mặt phải thuần túy ,"screen, the color should be beautiful, the texture should not be long, unlike bone candy, the mirror should not be oily, the fat should not be melted. comes out on plate V and in terms it must be "
154,22994.0,23017.0,919.76,920.68,rồi về mặt hương thuần túy không ,"and in terms of must be pure, "
155,23017.0,23064.0,920.68,922.56,mặt hương vị túy không lai không đắng lớn người ,"terms of flavor, be pure, not mixed, not Most of "
156,23064.0,23108.0,922.56,924.32,không đắng phần lớn người dự thi pháp và ,"mixed, not bitter. Most of the contestants France "
157,23108.0,23186.0,924.32,927.44,thi đến từ Thụy Sĩ hoặc pháp và ca Bỉ Canada Italia ,"the contestants come from Switzerland or France and Canada, Belgium, Canada, "
158,23186.0,24150.0,927.44,966.0,Sĩ hoặc Canada Italia và ruman năm nay chủ nhà dành hu hết giả thưởng chỉ chừa một hạng nhì cho người Pháp ph bê thằng gồ nhà thời đức bà phiên bản Trung Quốc vừa rắ mắt khán giả nước này tại nhà hát lêu Ninh tác phẩm kết hợp nét đẹp của ba lê phương đông nhưng vẫn giữ nguyên cốt truyện của phương tây đội ngủ sáng tạo vở ba lê Thằng Gù Nhà Thờ Đức Bà đã tập hợp nghệ sĩ Trung Quốc đức và pháp và nhiều quốc gia khác nhằm tôn vinh sự đa dạng tác phẩm gia đoàn múa ba lê lêu ninh Thực hiện với với sự hỗ trợ của Biên đạo múa nổi tiếng thế giới Patrick de Bana thang quasimodo không phải là một này ,"Switzerland or Canada, Italy and Romania. This year, the host gives away all the prizes, leaving only one runner-up for the winner. The Chinese version of the French version of Notre Dame Cathedral has just caught the eye of this country's audience at the Leu Ninh Theater. The work combines the beauty of Eastern ballet but still retains the Western plot of the play's creative team. The Hunchback of Notre Dame ballet gathered artists from China, Germany, France and many other countries to celebrate the diversity of Le Ninh Ballet's works. Performed with the support of the famous Choreographer World famous Patrick de Bana thang Quasimodo is not "
159,24150.0,24193.0,966.0,967.72,quasimodo phải là một con quái vật nhân này có một trái tim ,Quasimodo not a this character has a 
160,24193.0,24358.0,967.72,974.32,quái vật nhân vật có một trái tim nhân hậu Vì thế việc thể hiện nhân cách tốt bụng của quasimodo là điều mà tôi trọng vợ ,"a monster, character has a kind heart. Therefore, expressing Quasimodo's kind personality is something that I attention "
161,24358.0,24398.0,974.32,975.92,tôi rất trọng vợ bê kết hợp ,"I pay attention to, "
162,24398.0,24980.0,975.92,999.2,rất chú kết hợp giữa chủ nghĩa hiện thực và trừu tượng sân khấu được Lấy cảm hứng từ những bức tranh sân dầu của Pháp V âm nhạc Kết hợp hài hoòa giữa các thể loại của điển và đương đại sau lần cung diễn tại Thành Phố Thẩm Dương tỉnh Liêu Ninh V B Lê thang nha thời đức bà sẽ được trình diễn tại Trung tâm nghệ thuật ở Bắc Kinh vào tháng 12 tới trước khi bắt đầu chuyến lưu diễn Châu Âu sau ngày ,"great to, combining modernism. Realistic and abstract stage inspired by French oil paintings V music Harmonious combination of classical and contemporary genres after a grand performance in Shenyang City, Liaoning Province V B Le thang nha Her time will be performed at the Arts Center in Beijing next December before starting a European tour next October "
163,24980.0,25490.0,999.2,1019.6,Châu Âu vào năm sau ngày 30 tháng 10 liên đoàn bóng đá thế giới FIFA đã cấm Cụ Chủ tịch Liên đoàn bóng đá Tây Ban Nha Luis rubiales tham gia mọi hoạt động bóng đá trong 3 năm liên quan tới hành vi sai trái của ông trong trận chung kết World Cup nữ 2023 theo ủy ban kỷ luật của Fifa ông rubiales đã vi phạm điều 13 trong tắc kỷ luật ,"next year. On October 30, the world football federation FIFA banned the President of the Football Federation. Spanish footballer Luis Rubiales participated in all football activities for 3 years related to his misconduct in the 2023 Women's World Cup final according to Fifa's disciplinary committee Mr. Rubiales violated article 13 of the rules FIFA discipline "
164,25490.0,25560.0,1019.6,1022.4,điều 13 trong quý tắc kỷ luật FIFA liên quan đến vụ việc diễn ra trong ,of the quarter rules FIFA discipline related to the incident that took place in the 
165,25560.0,25597.0,1022.4,1023.88,đến vụ việc ra trong trận chung nữ ngày ,incident that took in the Women's World on August 
166,25597.0,25721.0,1023.88,1028.84,trận chung kết World Cup nữ ngày 20 tháng 8 năm 2023 cùng theo FIFA ông rubiales có quyền rubiales ,"Women's World Cup final on August 20, 2023, and according to FIFA, Mr. Rubiales has the "
167,25721.0,25771.0,1028.84,1030.84,theo có quyền kháng cáo ông rubiales đã hôn tiền ,to has the right to appeal. Mr. Rubiales kissed 
168,25771.0,25881.0,1030.84,1035.24,cáo ông hôn tiền đạo Jenny hermoso tại lễ trao giải sau khi đội tuyển Tây Ban Nha đăng quan World ,to appeal. Mr. kissed striker Jenny Hermoso at the awards ceremony after the Spanish team The Women's World Cup 
169,25881.0,25959.0,1035.24,1038.36,đội tuyển Tây đăng quan World Cup nữ ông khẳng định nụ hôn này có sự đồng hai bên ,"Spanish team The World Cup coroner affirmed that this kiss was both parties, "
170,25959.0,26031.0,1038.36,1041.24,này có sự đồng thuận giữa hai bên nhưng hoso thì nói rằng cô không đồng ý ,"kiss was consensual between both parties, but Hoso said that she not agree. "
171,26031.0,26402.0,1041.24,1056.08,nói rằng cô đã không đồng ý sức ép gia tăng từ nhiều phía đã khiến ông rubiales tự chức chủ tịch liên đoàn bóng đá Tây Ban Nha trong khi hermoso đã trở lại thi đấu cho tuy nữ Tây Ban Nha mới đây cô đã ghi bàn thắng duy nhất giúp tuyển nữ Tây Ban Nha dành chiến thắng 1-0 trước giải Nations ,"that she did not agree. Increased pressure from many sides caused Mr. Rubiales to become president of the Spanish Football Federation. While hermoso has returned to play for the Spanish women's team, she recently scored the only goal to help the Spanish women's team win 1-0 against Italy Nations "
172,26402.0,26460.0,1056.08,1058.4,1-0 trước Italia tại giải Nations League vào 10 hôm ,Italy in the Nations League on October 
173,26460.0,26970.0,1058.4,1078.8,vào ngày 27 tháng 10 hôm 29 tháng 10 cuộc đua thuyền trang sát jacker vaer lần thứ 16 đã khởi hành ngoài khơi l AF của Pháp vùng nước động mạnh đã khiến một nửa số thuyền tham gia phải ở lại cản tră s là cuộc đua du thuyền đi theo tuyến đường giao thương cà phê Pháp và ,"October 27 and 29. 10 The 16th jacker vaer yacht race departed off the coast of l AF of France, rough waters forced half of the participating boats to stay, preventing the yacht race from following the European trade route. France and Brazil "
174,26970.0,27071.0,1078.8,1082.84,cà phê Lịch Sử giữa và Brazil ra đời năm 1993 dữ năm một lần vào ,route. Historical Coffee between and Brazil was born in 1993 and takes place in odd 
175,27071.0,27105.0,1082.84,1084.2,1993 dữ ra ha một lần vào những năm ,takes place every two years odd years. The 
176,27105.0,27828.0,1084.2,1113.12,ra ha vào những năm lẽ sự kiện đa đặt theo tên một thương hiệu cà phê của Pháp đồng thời là nhà tài trợ đây là cuộc đua dành cho hai người đi từ LH đến salvador de Pia Brazil phương tiện gồm Tàu nhiều thân và tàu một thân thuộc các hạng từ tim tàu đa thân dài 70 đến 105 fet imoka tạ một thân 60 fet wi 50 và L 40 tất cả các loại thiết bị hỗ trợ điều hướng đều được phép sử class 40 ,every two years years. The event is named after a French coffee brand and sponsor. This is a race for two people from LH to salvador de Pia Brazil vehicles include multihulls and monohulls of all classes from multihulls 70 to 105 feet long imoka monohulls 60 feet wi 50 and L 40 all types of navigational aids are all allowed Class 
177,27828.0,28553.0,1113.12,1142.12,phép sử dụng ngoa trề class 40 Ngà diễn ra cuộc đùa điều kiện thời tiết sấu đi quá nhanh sóng dồi cao cộng gió vật đã khiến ba tổ chức phải quản việc khởi hành của gần một nửa đội tàu vào phốc gió thông tin cập nhật thưa quý vị các cuộc tấn công bằng tên lửa vẫn tiếp tục diễn ra trong đêm qua ở dải gaza thấp sáng bộ Trời Miền Nam Israel trong bối cảnh lực lượng mặt đất của Israel đã tiến sâu hơn vào khu vực này lực lượng phòng vệ Israel các tên ,"to use Class 40 class 40s. The weather conditions were going too fast, the waves were high and the wind was causing the three organizations to have to manage the departure of nearly half of the fleet to update the information. Ladies and gentlemen, rocket attacks continued last night in the Gaza Strip in the southern part of Israel in the context of Israeli ground forces advancing deeper into this area. Israel's idf missiles "
178,28553.0,28622.0,1142.12,1144.88,vệ Israel idf cho biết các tên lửa phóng từ giải gaza đã thống phòng ,idf said missiles launched from the gaza league hit by the 
179,28622.0,28671.0,1144.88,1146.84,giải gaza đã bị hệ thống phòng không yond của nước chạng tiệc ,the gaza league were hit by the country's yond air defense damage 
180,28671.0,28733.0,1146.84,1149.32,hệ yond của nước này đánh chạng tiệc hại đã xảy ra ở stos nhưng ,"were country's yond air defense system, meaning damage occurred in the city stos "
181,28733.0,28837.0,1149.32,1153.48,xảy ra ở thành phố stos nhưng chưa có thân Dong nào được báo cáo trong khi đó nhà không ,the city of stos but no pro-dong has been reported while the white house said support 
182,28837.0,29093.0,1153.48,1163.72,được khi đó nhà trắng cho biết không ủng hộ những lời kêu gọn gừng bắn vào thời điểm này mà thay vào đó nên xem xét vị Tạm ngừng giao tranh để tạo điều kiện cho Việ trợ vào gaza theo người phát ngôn hội ,"been white house said it did not support We support calls to stop firing at this time and instead consider a temporary pause in fighting to facilitate aid to Gaza, according to US National "
183,29093.0,29247.0,1163.72,1169.88,theo người phát ngôn hội động an ninh quốc gia Mỹ John cby Washington tự tin sẽ tăng số lượng xe tải diện khẩu ,according to US National Security Council spokesman John Cby. Washington is confident it will increase. The number of trucks providing Rafa border 
184,29247.0,29352.0,1169.88,1174.08,diện trợ vào gaz qua cử khẩu rafa ở CP lên khoảng ngày ,trucks providing support to gas through Rafa border gate in CP increased to about 
185,29352.0,29810.0,1174.08,1192.4,cử khoảng 100 xe mỗi ngày ngày 30 tháng 10 người phát ngôn Văn phòng Tổng thống Nga demitri peskov Cho biết vụ việc người biểu tình phản đối Israel xông vào sân bay makala thuộc vùng dagestan có yếu tố tác động từ bên ngoài ông BC nói rằng sự cố xảy ra tại sân bay mahala phần lớn là từ bên ,through to about 100 vehicles per day on October 30. Spokesperson of the Office of the Russian President Demitri Peskov said that the incident of protesters protesting against Israel stormed Makala airport in Dagestan region has external influences. Mr. BC said that the incident at mahala airport was largely external 
186,29810.0,29876.0,1192.4,1195.04,tại lớn là do tác động từ bên ngoài bao gồm tác động về thông tin ,"at largely due to external influences, including informational "
187,29876.0,30125.0,1195.04,1205.0,gồm tác động về mặt thông tin trong khi đó người phát ngôn bộ Ngoại giao Nga Maria cáo buộc Ukraina đóng vai trò trực tiếp và chủ chốt liên quan tới vụ người biểu tình Trang sân bay makala ,"informational impacts, while Russian Foreign Ministry spokeswoman Maria accused Ukraine of playing a direct and key role in the incident where protesters Makala "
188,30125.0,30166.0,1205.0,1206.64,biểu tình Trang vào bay makala phản ứng trước của ,where protesters entered airport responded Ms. Zakharova's 
189,30166.0,30218.0,1206.64,1208.72,vào ứng trước tuyên bố của bà zakharova phía Ukraina kief ,entered responded to Ms. Zakharova's statement. The Ukrainian kief 
190,30218.0,30271.0,1208.72,1210.84,bố zakharova phía Ukraina khẳng định kief không liên quan bay ,The Ukrainian side affirmed that kief was not related airport 
191,30271.0,30310.0,1210.84,1212.4,định liên quan tới vụ việc bay ở vùng ,affirmed that not related to the incident airport in 
192,30310.0,30445.0,1212.4,1217.8,vụ việc tại sân ở vùng dagestan sân bay mahala dự kiến mở cửa trở lại vào ngày 31 tháng 10 thay vì ngày ,the incident at the in the Dagestan region. mahala is scheduled to reopen on october 31 instead of 
193,30445.0,30487.0,1217.8,1219.48,ngày 31 tháng 10 vì ngày 6 tháng 11 trước đó ,october 31 of november previously announced 
194,30487.0,31077.0,1219.48,1243.08,tháng 11 như thông báo trước đó ngày 29 tháng 10 hàng trăm người đã tụ tập tại sân bay makala biểu tình phản đối của xung đột hamas Isarel họ đã xông vào bên trong bay và khu vực đường băng sau khi chuyến bay Theo lịch trình từ Tel aviv hạ cảnh cảnh sát đã được huy động đến hiện trường để giải tán đám đông hơn 20 người trong đó cảnh sát và dân thường đã bị thương Bộ Nội vụ Nga đã xác định danh tính của 150 tham gia ,"november 6 as previously announced on october 29 hundreds of people gathered at mahala airport to protest against hamas israel conflict they broke into Inside the airport and the runway area after the scheduled flight from Tel Aviv, the police were mobilized to the scene to disperse the crowd of more than 20 people in which police and civilians were injured. Ministry of Interior Russia has identified 150 participating in "
195,31077.0,31200.0,1243.08,1248.0,tính của 150 người tham gia biểu tình bắt giữ được 60 người và đang truy tìm những trốn thông ,"150 people participating in the protest, arrested 60 people and is looking for escaped. "
196,31200.0,31571.0,1248.0,1262.84,người những người bỏ trốn thông tin vừa rồi cũng đã khép lại chương trình 60 Giây sáng nay hẹn gặp lại quý vị trong chương trình 60 gi buổi chiều vào lúc 18:30 với những thông tin cập nhật trong ngày Chúc quý vị có một ngày mới nhiều năng lượng Xin kính chào tạm ,people for those who escaped. The news also ended the 60 Seconds program this morning. See you again on the 60 Hours program. afternoon at 18:30 with updated information of the day Wishing you a new day full of energy Goodbye 
197,31571.0,31665.0,1262.84,1266.6,,
